order_id,customer_id,order_date,order_status,total_amount
537436,17253,12-06-2010 17:00,Completed,12
537437,17253,12-06-2010 17:00,Completed,12
537438,17253,12-06-2010 17:00,Completed,12
537439,17253,12-06-2010 17:01,Completed,12
537440,17869,12-06-2010 17:16,Completed,1229.32
537441,13564,12-06-2010 17:26,Completed,1294.78
537442,17253,12-06-2010 17:29,Completed,7.95
537446,18055,12-07-2010 09:13,Completed,7.95
537447,13963,12-07-2010 09:21,Completed,0
537448,17450,12-07-2010 09:23,Completed,0
537449,17253,12-07-2010 09:26,Completed,1211.45
537450,17253,12-07-2010 09:26,Completed,2347.39
537451,17253,12-07-2010 09:27,Completed,463.66
537452,17253,12-07-2010 09:28,Completed,605.97
537453,17253,12-07-2010 09:28,Completed,12
537454,17253,12-07-2010 09:30,Completed,10.2
537455,17253,12-07-2010 09:31,Completed,498.96
537456,17450,12-07-2010 09:43,Completed,1644.26
537457,17511,12-07-2010 09:51,Completed,0
537458,17091,12-07-2010 09:55,Completed,0
537459,17470,12-07-2010 09:57,Completed,0
537460,17616,12-07-2010 10:04,Completed,0
537461,15649,12-07-2010 10:06,Completed,1275.78
537462,17228,12-07-2010 10:06,Completed,937.55
537463,12681,12-07-2010 10:08,Completed,1001.27
537464,14907,12-07-2010 10:14,Completed,48.22
537465,17735,12-07-2010 10:32,Completed,49.08
537466,17253,12-07-2010 10:33,Completed,12
537467,16059,12-07-2010 10:36,Completed,1459.9
537468,12567,12-07-2010 10:36,Completed,0
537469,17720,12-07-2010 10:43,Completed,697.95
537470,15018,12-07-2010 10:47,Completed,0
537471,14344,12-07-2010 10:51,Completed,0
537472,12971,12-07-2010 11:11,Completed,0
537476,15838,12-07-2010 11:26,Completed,1239.43
537484,14733,12-07-2010 11:30,Completed,2053
537489,17017,12-07-2010 11:33,Completed,951.01
537509,13756,12-07-2010 11:41,Completed,11.2
537523,14176,12-07-2010 11:45,Completed,7.5
537534,17253,12-07-2010 11:48,Completed,6.55
537538,15353,12-07-2010 11:49,Completed,0
537567,18119,12-07-2010 11:59,Completed,0
537592,17491,12-07-2010 12:18,Completed,0
537593,14282,12-07-2010 12:21,Completed,4.95
537594,12647,12-07-2010 12:28,Completed,1434.66
537595,13569,12-07-2010 12:29,Completed,0
537598,14135,12-07-2010 12:37,Completed,1096.14
537599,17954,12-07-2010 12:37,Completed,1101.82
537601,17287,12-07-2010 12:43,Completed,47.75
537603,14673,12-07-2010 12:49,Completed,8.5
537604,13488,12-07-2010 13:01,Completed,10.65
537605,16221,12-07-2010 13:13,Completed,873.79
537606,15002,12-07-2010 13:16,Completed,0
537607,15965,12-07-2010 13:18,Completed,0
537608,15024,12-07-2010 13:20,Completed,0
537609,17675,12-07-2010 13:22,Completed,2.09
537612,13769,12-07-2010 13:28,Completed,5.45
537614,16904,12-07-2010 13:29,Completed,0
537615,15898,12-07-2010 13:30,Completed,14.2
537616,16904,12-07-2010 13:30,Completed,1195.56
537617,16086,12-07-2010 13:45,Completed,1449.88
537618,15061,12-07-2010 13:50,Completed,680.82
537619,13786,12-07-2010 13:53,Completed,565.54
537620,13880,12-07-2010 14:00,Completed,422.03
537621,17253,12-07-2010 14:29,Completed,746.49
537622,13173,12-07-2010 14:30,Completed,627.56
537623,15858,12-07-2010 14:31,Completed,634.67
537624,12748,12-07-2010 14:41,Completed,480
537625,15180,12-07-2010 14:57,Completed,3055.62
537626,12347,12-07-2010 14:57,Completed,0
537627,14739,12-07-2010 14:58,Completed,1429.07
537628,16293,12-07-2010 15:02,Completed,15.9
537629,17419,12-07-2010 15:03,Completed,2.95
537631,17419,12-07-2010 15:04,Completed,20.75
537632,17253,12-07-2010 15:08,Completed,16.48
537633,17253,12-07-2010 15:14,Completed,12
537634,16775,12-07-2010 15:15,Completed,0
537635,16306,12-07-2010 15:18,Completed,0
537636,16950,12-07-2010 15:20,Completed,0
537637,17253,12-07-2010 15:22,Completed,12
537638,17253,12-07-2010 15:28,Completed,12
537639,17253,12-07-2010 15:29,Completed,12
537640,17253,12-07-2010 15:31,Completed,12
537641,17253,12-07-2010 15:32,Completed,12
537642,17253,12-07-2010 15:33,Completed,5.58
537643,17253,12-07-2010 15:34,Completed,3.2
537645,17253,12-07-2010 15:34,Completed,1736.06
537646,17591,12-07-2010 15:39,Completed,0.85
537648,12839,12-07-2010 15:48,Completed,910.78
537649,13807,12-07-2010 15:48,Completed,100.3
537650,16125,12-07-2010 15:48,Completed,0
537653,17897,12-07-2010 15:54,Completed,0
537654,17253,12-07-2010 15:59,Completed,14.85
537655,15081,12-07-2010 16:20,Completed,981.51
537657,18102,12-07-2010 16:42,Completed,1579.58
537658,18102,12-07-2010 16:43,Completed,0
537659,18102,12-07-2010 16:43,Completed,1537.91
537664,15024,12-07-2010 17:05,Completed,1799.96
537665,16365,12-07-2010 17:19,Completed,0
537666,17253,12-07-2010 18:36,Completed,542.09
537667,17870,12-08-2010 08:12,Completed,370.82
537668,14821,12-08-2010 08:43,Completed,490.6
537669,16863,12-08-2010 08:58,Completed,464.92
537670,13078,12-08-2010 09:07,Completed,598.96
537671,13267,12-08-2010 09:20,Completed,559.72
537672,13050,12-08-2010 09:30,Completed,4.65
537673,12709,12-08-2010 09:49,Completed,2695.09
537674,15628,12-08-2010 09:51,Completed,1806.73
537675,17253,12-08-2010 09:53,Completed,9.95
537676,12386,12-08-2010 09:53,Completed,0
537678,16779,12-08-2010 09:56,Completed,0
537679,17253,12-08-2010 10:05,Completed,0.85
537680,13599,12-08-2010 10:11,Completed,1336.1
537681,13329,12-08-2010 10:11,Completed,186.95
537682,13599,12-08-2010 10:13,Completed,304.73
537683,12921,12-08-2010 10:14,Completed,545.87
537685,18077,12-08-2010 10:21,Completed,1180.5
537686,14744,12-08-2010 10:21,Completed,899.96
537687,17253,12-08-2010 10:26,Completed,12
537688,17406,12-08-2010 10:35,Completed,0
537689,15750,12-08-2010 10:36,Completed,48
537690,13983,12-08-2010 10:38,Completed,764.12
537691,13842,12-08-2010 10:39,Completed,1995.37
537692,14796,12-08-2010 10:40,Completed,1520.38
537693,12441,12-08-2010 10:45,Completed,1420.78
537694,14901,12-08-2010 10:46,Completed,0
537698,13199,12-08-2010 10:51,Completed,55.36
537700,18229,12-08-2010 10:51,Completed,0
537707,14032,12-08-2010 10:53,Completed,4.95
537738,17706,12-08-2010 11:02,Completed,231.06
537743,17706,12-08-2010 11:02,Completed,116.79
537751,17706,12-08-2010 11:04,Completed,580.41
537754,16081,12-08-2010 11:16,Completed,1734.52
537755,16525,12-08-2010 11:31,Completed,0
537757,17975,12-08-2010 11:38,Completed,0
537758,16122,12-08-2010 11:41,Completed,3.8
537759,13126,12-08-2010 11:42,Completed,1749.57
537760,15973,12-08-2010 11:42,Completed,0
537761,13126,12-08-2010 11:43,Completed,0
537762,16558,12-08-2010 12:01,Completed,0
537764,16893,12-08-2010 12:06,Completed,0
537765,14606,12-08-2010 12:08,Completed,0
537766,17677,12-08-2010 12:08,Completed,0
537767,15100,12-08-2010 12:09,Completed,0
537768,15750,12-08-2010 12:11,Completed,0
537769,15021,12-08-2010 12:17,Completed,0
537770,15529,12-08-2010 12:24,Completed,0
537771,15498,12-08-2010 12:29,Completed,0
537772,18043,12-08-2010 12:35,Completed,0
537773,16016,12-08-2010 12:36,Completed,0
537774,14060,12-08-2010 12:40,Completed,0
537775,17722,12-08-2010 12:41,Completed,0
537780,17324,12-08-2010 12:45,Completed,0
537781,17341,12-08-2010 12:46,Completed,1799.38
537789,14051,12-08-2010 12:49,Completed,733.78
537791,16233,12-08-2010 12:51,Completed,7.95
537792,16385,12-08-2010 12:56,Completed,44.85
537793,15032,12-08-2010 12:57,Completed,0
537794,16713,12-08-2010 13:01,Completed,0
537795,17213,12-08-2010 13:03,Completed,0
537796,18061,12-08-2010 13:03,Completed,0
537799,15916,12-08-2010 13:07,Completed,0
537800,12748,12-08-2010 13:08,Completed,1397.75
537801,15221,12-08-2010 13:08,Completed,7.95
537802,13455,12-08-2010 13:11,Completed,5307.65
537803,15916,12-08-2010 13:14,Completed,504.46
537804,12748,12-08-2010 13:17,Completed,786.23
537806,13113,12-08-2010 13:21,Completed,912.69
537808,15311,12-08-2010 13:23,Completed,638.94
537809,14217,12-08-2010 13:28,Completed,24.45
537810,15032,12-08-2010 13:30,Completed,17.9
537811,17262,12-08-2010 13:30,Completed,0
537813,18259,12-08-2010 13:38,Completed,24
537815,17676,12-08-2010 13:49,Completed,0
537816,16679,12-08-2010 13:51,Completed,2092.33
537817,18269,12-08-2010 13:53,Completed,1762.22
537818,12766,12-08-2010 13:53,Completed,0
537819,15298,12-08-2010 13:55,Completed,2.55
537822,13523,12-08-2010 14:22,Completed,2.55
537823,17253,12-08-2010 14:25,Completed,1273.26
537825,15005,12-08-2010 14:36,Completed,1572.65
537826,15581,12-08-2010 14:38,Completed,0
537827,15332,12-08-2010 14:43,Completed,0
537828,15680,12-08-2010 14:43,Completed,0
537829,15498,12-08-2010 14:46,Completed,0
537830,13649,12-08-2010 14:46,Completed,0
537831,17894,12-08-2010 14:50,Completed,0
537833,13270,12-08-2010 14:53,Completed,0
537836,14866,12-08-2010 14:58,Completed,0
537837,13077,12-08-2010 14:59,Completed,0
537839,17253,12-08-2010 15:02,Completed,12
537840,13531,12-08-2010 15:03,Completed,33.9
537841,13848,12-08-2010 15:10,Completed,0
537842,13140,12-08-2010 15:12,Completed,0
537843,15713,12-08-2010 15:16,Completed,0
537844,17999,12-08-2010 15:17,Completed,0
537845,17690,12-08-2010 15:23,Completed,0
537846,15347,12-08-2010 15:25,Completed,1659.07
537847,14766,12-08-2010 15:33,Completed,0
537848,13777,12-08-2010 15:35,Completed,0
537849,13777,12-08-2010 15:35,Completed,0
537850,16722,12-08-2010 15:38,Completed,0
537851,13758,12-08-2010 15:39,Completed,0
537852,17340,12-08-2010 15:56,Completed,0
537854,13984,12-08-2010 15:58,Completed,0
537855,15996,12-08-2010 15:59,Completed,0
537858,17253,12-08-2010 16:06,Completed,12
537859,14030,12-08-2010 16:11,Completed,0
537861,16596,12-08-2010 16:18,Completed,0
537862,12971,12-08-2010 16:21,Completed,0
537863,14030,12-08-2010 16:29,Completed,0
537864,16700,12-08-2010 16:34,Completed,0
537865,16011,12-08-2010 16:34,Completed,0
537866,17655,12-08-2010 16:45,Completed,0
537867,16717,12-08-2010 16:48,Completed,0
537868,12433,12-08-2010 16:49,Completed,67.8
537870,17253,12-08-2010 17:08,Completed,8.62
537871,12748,12-08-2010 17:20,Completed,1587.23
537872,17253,12-08-2010 18:07,Completed,12
537873,17253,12-08-2010 18:07,Completed,12
537874,17253,12-08-2010 18:07,Completed,12
537875,17253,12-08-2010 18:08,Completed,7.9
537876,17253,12-08-2010 18:08,Completed,16.95
537877,17253,12-08-2010 18:08,Completed,190.52
537878,17253,12-08-2010 18:09,Completed,280.67
537879,14243,12-09-2010 08:34,Completed,0
537880,12963,12-09-2010 09:14,Completed,0
537881,15513,12-09-2010 09:23,Completed,2676.13
537882,15079,12-09-2010 09:25,Completed,1.95
537883,14437,12-09-2010 09:27,Completed,1429.91
537884,15694,12-09-2010 09:30,Completed,0
537885,12942,12-09-2010 09:34,Completed,0
537886,15660,12-09-2010 09:49,Completed,0
537887,18092,12-09-2010 10:00,Completed,7.35
537888,15358,12-09-2010 10:04,Completed,2.95
537889,13319,12-09-2010 10:04,Completed,0
537890,15358,12-09-2010 10:04,Completed,2583.76
537891,13319,12-09-2010 10:05,Completed,1794.43
537892,12481,12-09-2010 10:13,Completed,507.3
537894,12621,12-09-2010 10:16,Completed,431.36
537895,14299,12-09-2010 10:30,Completed,440.91
537896,18071,12-09-2010 10:33,Completed,664.84
537897,12683,12-09-2010 10:37,Completed,549.52
537898,17377,12-09-2010 10:42,Completed,503.63
537899,12755,12-09-2010 10:44,Completed,411.24
537900,15983,12-09-2010 10:45,Completed,662.95
537901,13854,12-09-2010 10:48,Completed,0
537915,12797,12-09-2010 10:55,Completed,7.12
537955,16782,12-09-2010 11:28,Completed,0
537963,13369,12-09-2010 11:30,Completed,0
537967,12494,12-09-2010 11:31,Completed,0
537981,17857,12-09-2010 11:35,Completed,0
537995,12712,12-09-2010 11:39,Completed,112.85
537999,17253,12-09-2010 11:44,Completed,14.85
538000,12748,12-09-2010 11:44,Completed,0.84
538001,17253,12-09-2010 11:45,Completed,1546.93
538002,14932,12-09-2010 11:48,Completed,1273.89
538003,12429,12-09-2010 12:05,Completed,1464.43
538004,17253,12-09-2010 12:11,Completed,1191.71
538005,13090,12-09-2010 12:12,Completed,2398.2
538006,14987,12-09-2010 12:13,Completed,498.79
538007,14355,12-09-2010 12:16,Completed,43.25
538008,12683,12-09-2010 12:17,Completed,51.45
538009,14911,12-09-2010 12:17,Completed,1750.62
538010,17526,12-09-2010 12:20,Completed,461.52
538011,14896,12-09-2010 12:24,Completed,404.64
538012,14527,12-09-2010 12:32,Completed,651.18
538013,17062,12-09-2010 12:37,Completed,895.2
538014,14440,12-09-2010 12:49,Completed,10.15
538015,13240,12-09-2010 12:49,Completed,1.25
538032,14479,12-09-2010 12:59,Completed,1.25
538035,16065,12-09-2010 13:03,Completed,3.75
538036,17253,12-09-2010 13:04,Completed,1880.11
538037,17430,12-09-2010 13:05,Completed,27.65
538038,17253,12-09-2010 13:07,Completed,160.93
538039,17253,12-09-2010 13:07,Completed,431.6
538040,16520,12-09-2010 13:08,Completed,180.9
538041,17253,12-09-2010 13:09,Completed,7.65
538042,17253,12-09-2010 13:10,Completed,35.92
538043,17253,12-09-2010 13:10,Completed,8.4
538044,17253,12-09-2010 13:11,Completed,1891.39
538045,17253,12-09-2010 13:11,Completed,1656.3
538046,17253,12-09-2010 13:12,Completed,1940.13
538047,17253,12-09-2010 13:13,Completed,12
538048,15945,12-09-2010 13:14,Completed,0
538049,12748,12-09-2010 13:21,Completed,0
538050,12748,12-09-2010 13:22,Completed,0
538051,18041,12-09-2010 13:24,Completed,0
538053,15856,12-09-2010 13:34,Completed,0
538054,17253,12-09-2010 13:34,Completed,12
538055,17253,12-09-2010 13:34,Completed,12
538056,17198,12-09-2010 13:34,Completed,0
538057,13102,12-09-2010 13:38,Completed,0
538058,17253,12-09-2010 13:38,Completed,12
538060,17253,12-09-2010 13:39,Completed,12
538061,17253,12-09-2010 13:39,Completed,12
538063,18102,12-09-2010 13:44,Completed,0
538064,15271,12-09-2010 13:47,Completed,0
538065,13982,12-09-2010 13:57,Completed,0
538067,15288,12-09-2010 13:59,Completed,0
538068,17978,12-09-2010 14:05,Completed,0
538069,16795,12-09-2010 14:08,Completed,0
538070,16519,12-09-2010 14:08,Completed,29.1
538071,17253,12-09-2010 14:09,Completed,12
538072,17253,12-09-2010 14:10,Completed,1194.37
538073,17816,12-09-2010 14:10,Completed,1504.91
538074,17253,12-09-2010 14:11,Completed,14.25
538076,15311,12-09-2010 14:15,Completed,0
538077,14667,12-09-2010 14:19,Completed,0
538078,16255,12-09-2010 14:25,Completed,2162.26
538079,17671,12-09-2010 14:27,Completed,500.95
538080,17646,12-09-2010 14:28,Completed,540.52
538086,12872,12-09-2010 14:44,Completed,567.69
538087,17339,12-09-2010 14:44,Completed,449.42
538090,17253,12-09-2010 14:48,Completed,12
538092,17253,12-09-2010 14:49,Completed,12
538093,12682,12-09-2010 14:49,Completed,0
538094,13117,12-09-2010 14:50,Completed,33.9
538095,17097,12-09-2010 14:55,Completed,0
538096,17253,12-09-2010 14:55,Completed,12
538097,15192,12-09-2010 14:56,Completed,0
538101,15380,12-09-2010 15:01,Completed,0
538104,17950,12-09-2010 15:16,Completed,0
538106,17950,12-09-2010 15:20,Completed,0
538107,12826,12-09-2010 15:21,Completed,0
538108,17456,12-09-2010 15:23,Completed,0
538113,15811,12-09-2010 15:29,Completed,0
538116,13327,12-09-2010 15:32,Completed,0
538117,13327,12-09-2010 15:33,Completed,0
538120,17017,12-09-2010 15:35,Completed,0
538125,18225,12-09-2010 15:46,Completed,0
538126,17838,12-09-2010 15:50,Completed,0
538127,17253,12-09-2010 15:53,Completed,12
538128,17253,12-09-2010 15:54,Completed,12
538129,17253,12-09-2010 15:55,Completed,12
538130,17253,12-09-2010 15:55,Completed,1254.42
538131,17253,12-09-2010 15:56,Completed,501.09
538132,17253,12-09-2010 15:56,Completed,723.46
538133,17253,12-09-2010 15:56,Completed,12
538134,17253,12-09-2010 15:56,Completed,12
538135,17253,12-09-2010 15:56,Completed,12
538136,17253,12-09-2010 15:57,Completed,12
538137,17253,12-09-2010 15:57,Completed,12
538138,17253,12-09-2010 15:57,Completed,12
538139,17253,12-09-2010 15:57,Completed,12
538140,17253,12-09-2010 15:57,Completed,12
538141,17253,12-09-2010 15:58,Completed,12
538142,17253,12-09-2010 15:58,Completed,12
538143,17253,12-09-2010 15:58,Completed,12
538144,17253,12-09-2010 15:58,Completed,12
538145,15211,12-09-2010 16:08,Completed,0
538146,15596,12-09-2010 16:10,Completed,0
538147,13090,12-09-2010 16:11,Completed,0
538148,17253,12-09-2010 16:26,Completed,12
538149,17253,12-09-2010 16:27,Completed,12
538151,16163,12-09-2010 16:28,Completed,0
538153,17253,12-09-2010 16:31,Completed,12
538154,17253,12-09-2010 16:35,Completed,12
538155,16907,12-09-2010 16:52,Completed,0
538156,15555,12-09-2010 16:53,Completed,15.85
538157,17576,12-09-2010 16:57,Completed,2526.98
538158,17253,12-09-2010 17:17,Completed,35.17
538159,17253,12-09-2010 17:17,Completed,12
538160,17253,12-09-2010 17:18,Completed,12
538161,17253,12-09-2010 17:25,Completed,1513.46
538162,17253,12-09-2010 17:25,Completed,16.95
538163,17841,12-09-2010 17:27,Completed,219.76
538165,14031,12-09-2010 17:34,Completed,0
538166,17965,12-09-2010 18:09,Completed,0
538167,14713,12-09-2010 18:58,Completed,0
538168,14702,12-09-2010 19:23,Completed,0
538169,13230,12-09-2010 19:28,Completed,0
538170,13969,12-09-2010 19:32,Completed,0
538171,17530,12-09-2010 20:01,Completed,0
538172,15805,12-10-2010 09:33,Completed,0
538173,17253,12-10-2010 09:35,Completed,12
538174,12471,12-10-2010 09:35,Completed,0
538175,12471,12-10-2010 09:48,Completed,0
538176,17675,12-10-2010 09:48,Completed,0
538177,17253,12-10-2010 09:51,Completed,1460.08
538178,17696,12-10-2010 09:51,Completed,0
538179,17696,12-10-2010 09:52,Completed,1491.72
538180,13418,12-10-2010 09:53,Completed,0
538181,17076,12-10-2010 10:08,Completed,523.15
538182,17827,12-10-2010 10:18,Completed,0
538183,16265,12-10-2010 10:21,Completed,0
538184,17880,12-10-2010 10:21,Completed,0
538185,16265,12-10-2010 10:22,Completed,0
538186,13000,12-10-2010 10:26,Completed,0
538187,16499,12-10-2010 10:27,Completed,0
538188,17253,12-10-2010 10:29,Completed,12
538190,17790,12-10-2010 10:47,Completed,0
538191,15061,12-10-2010 10:49,Completed,0
538192,15061,12-10-2010 10:50,Completed,0
538193,15061,12-10-2010 10:51,Completed,0
538194,17790,12-10-2010 10:52,Completed,0
538195,15061,12-10-2010 10:52,Completed,0
538196,12731,12-10-2010 10:56,Completed,0
538197,14419,12-10-2010 10:56,Completed,0
538198,17827,12-10-2010 11:01,Completed,0
538199,14082,12-10-2010 11:02,Completed,0
538200,17912,12-10-2010 11:11,Completed,4225.29
538201,15723,12-10-2010 11:12,Completed,873.05
538202,14667,12-10-2010 11:19,Completed,638.23
538203,13767,12-10-2010 11:21,Completed,577.93
538204,16656,12-10-2010 11:23,Completed,668.51
538205,12748,12-10-2010 11:24,Completed,767.77
538206,17827,12-10-2010 11:31,Completed,489.29
538207,12748,12-10-2010 11:33,Completed,0
538208,14037,12-10-2010 11:39,Completed,0
538209,12748,12-10-2010 11:42,Completed,1385.13
538210,14256,12-10-2010 11:44,Completed,1536.03
538211,17690,12-10-2010 11:47,Completed,0
538216,14543,12-10-2010 11:51,Completed,21627.72
538240,16062,12-10-2010 12:00,Completed,209.3
538241,17253,12-10-2010 12:00,Completed,12
538247,17253,12-10-2010 12:09,Completed,12
538248,18116,12-10-2010 12:14,Completed,0
538249,17253,12-10-2010 12:19,Completed,12
538250,18118,12-10-2010 12:20,Completed,13.77
538252,16019,12-10-2010 12:29,Completed,0
538255,14911,12-10-2010 12:33,Completed,0
538260,18178,12-10-2010 12:42,Completed,0
538263,18065,12-10-2010 12:44,Completed,0
538268,18065,12-10-2010 12:45,Completed,0
538279,14952,12-10-2010 12:48,Completed,0
538280,12748,12-10-2010 12:50,Completed,0
538283,12748,12-10-2010 12:56,Completed,212.36
538288,12748,12-10-2010 12:58,Completed,46.2
538296,13148,12-10-2010 13:06,Completed,16.13
538306,12989,12-10-2010 13:24,Completed,0
538307,14667,12-10-2010 13:27,Completed,0
538308,14107,12-10-2010 13:29,Completed,0
538309,15881,12-10-2010 13:32,Completed,0
538310,15529,12-10-2010 13:44,Completed,0
538311,12785,12-10-2010 13:48,Completed,0
538312,16727,12-10-2010 13:48,Completed,1959.65
538313,15514,12-10-2010 13:50,Completed,0
538327,15514,12-10-2010 13:58,Completed,0
538342,15514,12-10-2010 14:04,Completed,0
538343,13448,12-10-2010 14:29,Completed,0
538345,13787,12-10-2010 14:45,Completed,0
538346,17865,12-10-2010 14:53,Completed,0
538347,17220,12-10-2010 14:54,Completed,0
538348,17253,12-10-2010 14:59,Completed,12
538349,17253,12-10-2010 14:59,Completed,28.05
538351,17253,12-10-2010 15:17,Completed,12
538352,16565,12-10-2010 15:21,Completed,9.25
538353,13798,12-10-2010 15:31,Completed,7.5
538354,16873,12-10-2010 15:45,Completed,4.95
538355,17912,12-10-2010 15:49,Completed,0
538356,14062,12-10-2010 15:56,Completed,0
538358,17253,12-10-2010 16:09,Completed,12
538359,17253,12-10-2010 16:29,Completed,12
538360,17253,12-10-2010 16:29,Completed,12
538361,17757,12-10-2010 16:36,Completed,0
538363,18016,12-10-2010 17:14,Completed,0
538364,14448,12-10-2010 17:26,Completed,1607.8
538365,17243,12-12-2010 10:11,Completed,1062.16
538366,18109,12-12-2010 10:47,Completed,922.34
538367,14800,12-12-2010 10:48,Completed,1113.33
538368,15503,12-12-2010 10:57,Completed,1.95
538369,17251,12-12-2010 11:06,Completed,2234.58
538370,16923,12-12-2010 11:06,Completed,1705.13
538371,15570,12-12-2010 11:07,Completed,0
538374,14159,12-12-2010 11:17,Completed,0
538378,14577,12-12-2010 11:26,Completed,0
538379,17126,12-12-2010 11:26,Completed,0
538382,17218,12-12-2010 11:37,Completed,0
538397,12753,12-12-2010 11:44,Completed,0
538403,17211,12-12-2010 11:46,Completed,110
538409,17236,12-12-2010 11:49,Completed,53.72
538417,16393,12-12-2010 11:54,Completed,0
538418,17372,12-12-2010 12:00,Completed,0
538419,16367,12-12-2010 12:01,Completed,14.43
538420,12875,12-12-2010 12:03,Completed,0
538421,17917,12-12-2010 12:08,Completed,0
538437,16010,12-12-2010 12:18,Completed,0
538449,17085,12-12-2010 12:24,Completed,0
538453,16779,12-12-2010 12:26,Completed,10.4
538470,15224,12-12-2010 12:34,Completed,0
538473,13668,12-12-2010 12:35,Completed,863.54
538488,13715,12-12-2010 12:41,Completed,18.7
538497,14684,12-12-2010 12:44,Completed,0
538499,17819,12-12-2010 12:46,Completed,0
538501,13715,12-12-2010 12:51,Completed,0
538503,17188,12-12-2010 12:56,Completed,0
538504,16011,12-12-2010 13:01,Completed,0
538507,15547,12-12-2010 13:26,Completed,0
538508,15998,12-12-2010 13:32,Completed,0
538509,14413,12-12-2010 13:37,Completed,0
538510,18004,12-12-2010 13:47,Completed,0
538511,13959,12-12-2010 13:56,Completed,0
538512,16665,12-12-2010 14:03,Completed,0
538513,15454,12-12-2010 14:21,Completed,9.9
538514,15044,12-12-2010 14:27,Completed,0
538515,17937,12-12-2010 14:43,Completed,0
538516,14608,12-12-2010 14:49,Completed,24.65
538517,17618,12-12-2010 16:05,Completed,1.25
538518,14505,12-12-2010 16:14,Completed,0
538519,18037,12-12-2010 16:20,Completed,0
538520,17253,12-12-2010 16:21,Completed,12
538521,14180,12/13/2010 9:02,Completed,0
538522,16210,12/13/2010 9:09,Completed,0
538523,13198,12/13/2010 9:29,Completed,1908.58
538524,17253,12/13/2010 9:35,Completed,2295.03
538525,12540,12/13/2010 9:39,Completed,5.15
538526,13225,12/13/2010 9:49,Completed,0
538527,15361,12/13/2010 9:52,Completed,26.46
538528,15689,12/13/2010 9:57,Completed,14.15
538529,14290,12/13/2010 10:24,Completed,13.85
538532,13209,12/13/2010 10:31,Completed,0
538533,14796,12/13/2010 10:31,Completed,0
538534,15881,12/13/2010 10:36,Completed,0
538535,17790,12/13/2010 10:39,Completed,111.92
538537,12747,12/13/2010 10:41,Completed,104.3
538541,17428,12/13/2010 10:46,Completed,0
538557,17790,12/13/2010 10:52,Completed,0
538558,13069,12/13/2010 10:58,Completed,0
538565,13069,12/13/2010 11:11,Completed,0
538566,17253,12/13/2010 11:21,Completed,12
538567,13999,12/13/2010 11:23,Completed,0
538576,14498,12/13/2010 11:29,Completed,0
538591,14741,12/13/2010 11:44,Completed,0
538592,15854,12/13/2010 11:47,Completed,0
538593,16701,12/13/2010 11:51,Completed,0
538594,16927,12/13/2010 11:57,Completed,0
538596,17990,12/13/2010 12:10,Completed,0
538597,15555,12/13/2010 12:26,Completed,0
538625,14544,12/13/2010 12:50,Completed,0
538626,17338,12/13/2010 12:57,Completed,1138.84
538627,17253,12/13/2010 12:59,Completed,12
538629,17799,12/13/2010 13:10,Completed,0
538630,14565,12/13/2010 13:25,Completed,0
538631,13408,12/13/2010 13:27,Completed,0
538633,16726,12/13/2010 13:28,Completed,0
538634,14085,12/13/2010 13:28,Completed,0
538635,17303,12/13/2010 13:32,Completed,0
538636,14639,12/13/2010 13:50,Completed,0
538637,17611,12/13/2010 13:52,Completed,0
538638,17231,12/13/2010 14:16,Completed,0
538639,17179,12/13/2010 14:24,Completed,0
538640,17524,12/13/2010 14:32,Completed,2.34
538641,15640,12/13/2010 14:36,Completed,0
538644,12476,12/13/2010 14:39,Completed,0
538645,13269,12/13/2010 14:52,Completed,3275.33
538646,17293,12/13/2010 14:55,Completed,0
538648,17937,12/13/2010 14:56,Completed,23.45
538649,17253,12/13/2010 15:03,Completed,12
538651,15311,12/13/2010 15:07,Completed,0
538652,17890,12/13/2010 15:12,Completed,0
538653,13089,12/13/2010 15:12,Completed,0
538654,13089,12/13/2010 15:13,Completed,0
538655,17375,12/13/2010 15:16,Completed,0
538656,17371,12/13/2010 15:20,Completed,0
538657,15867,12/13/2010 15:26,Completed,0
538658,17969,12/13/2010 15:34,Completed,0
538659,14625,12/13/2010 15:36,Completed,0
538660,15808,12/13/2010 15:37,Completed,0
538661,15194,12/13/2010 15:42,Completed,0
538662,15159,12/13/2010 15:44,Completed,0
538663,15159,12/13/2010 15:45,Completed,0
538664,14733,12/13/2010 15:46,Completed,0
538665,17576,12/13/2010 15:56,Completed,0
538666,17253,12/13/2010 15:57,Completed,12
538667,12748,12/13/2010 16:01,Completed,0
538668,13211,12/13/2010 16:17,Completed,0
538669,12748,12/13/2010 16:18,Completed,1341.26
538671,15777,12/13/2010 16:38,Completed,0
538678,17253,12/13/2010 16:46,Completed,12
538679,16455,12/13/2010 17:03,Completed,0
538683,14525,12/13/2010 17:40,Completed,0
538685,15694,12/14/2010 9:39,Completed,0
538687,13324,12/14/2010 9:50,Completed,0
538688,14829,12/14/2010 9:50,Completed,0
538689,13050,12/14/2010 9:52,Completed,0
538697,13948,12/14/2010 10:18,Completed,0
538706,14667,12/14/2010 10:34,Completed,0
538707,17894,12/14/2010 10:38,Completed,0
538708,16202,12/14/2010 10:43,Completed,0
538709,16442,12/14/2010 10:46,Completed,0
538710,18075,12/14/2010 10:48,Completed,0
538714,14524,12/14/2010 11:01,Completed,0
538715,14907,12/14/2010 11:03,Completed,0
